SERVICE NUMBER,REQUEST DATE,LOCATION,WARD,DISTRICT COUNCIL,STATUS,REQUEST TYPE,REQUEST DESCRIPTION,SEE_CLICK_FIX WEBSITE SUBMISSION,MAP LOCATION,LATITUDE,LONGITUDE,GEOCODER
4064581,"THURSDAY, APRIL 02, 2015",800 HAWTHORNE AVE E,6,5,Resolved,Complaint,Garbage Rubbish,No,"800 HAWTHORNE AVE E
St Paul, MN
(44.978413, -93.066839)",44.978413,-93.066839,extracted
4064583,"THURSDAY, APRIL 02, 2015",461 TEMPERANCE ST ,2,17,Resolved,Complaint,Traffic Sign Repair,No,"461 TEMPERANCE ST
St Paul, MN
(44.952143, -93.091998)",44.952143,-93.091998,extracted
4064586,"THURSDAY, APRIL 02, 2015",1545 HUDSON ROAD ,7,1,Resolved,Complaint,Exterior,No,"1545 HUDSON ROAD
St Paul, MN
(44.952603, -93.035139)",44.952603,-93.035139,extracted
4064587,"THURSDAY, APRIL 02, 2015",1545 HUDSON ROAD ,7,1,Resolved,Complaint,Certificate of Occupancy,No,"1545 HUDSON ROAD
St Paul, MN
(44.952603, -93.035139)",44.952603,-93.035139,extracted
4064599,"THURSDAY, APRIL 02, 2015",corner of Jackson and Kellogg,,,Resolved,Complaint,Traffic Sign Repair,No,"corner of Jackson and Kellogg
St Paul, MN
",0,0,0
4064262,"THURSDAY, APRIL 02, 2015",245 RICHMOND ST ,2,9,Resolved,Complaint,Exterior,No,"245 RICHMOND ST
St Paul, MN
(44.933966, -93.118349)",44.933966,-93.118349,extracted
4064263,"THURSDAY, APRIL 02, 2015",358 CRETIN AVE N,4,13,Resolved,Complaint,Park/Playground,No,"358 CRETIN AVE N
St Paul, MN
(44.95228, -93.192438)",44.95228,-93.192438,extracted
4064272,"THURSDAY, APRIL 02, 2015",1076 MARION ST ,5,6,Resolved,Complaint,Park/Playground,No,"1076 MARION ST
St Paul, MN
(44.973685, -93.109766)",44.973685,-93.109766,extracted
4064399,"THURSDAY, APRIL 02, 2015",454 MARYLAND AVE E,5,5,Resolved,Complaint,Vehicle/Abandoned,No,"454 MARYLAND AVE E
St Paul, MN
(44.97738, -93.081494)",44.97738,-93.081494,extracted
4064401,"THURSDAY, APRIL 02, 2015",454 MARYLAND AVE E,5,5,Resolved,Complaint,Garbage Rubbish,No,"454 MARYLAND AVE E
St Paul, MN
(44.97738, -93.081494)",44.97738,-93.081494,extracted
4064513,"THURSDAY, APRIL 02, 2015",722 ARLINGTON AVE E,6,5,Resolved,Complaint,Garbage Rubbish,No,"722 ARLINGTON AVE E
St Paul, MN
(44.984715, -93.070106)",44.984715,-93.070106,extracted
4064528,"THURSDAY, APRIL 02, 2015",1758 ASHLAND AVE ,4,13,Resolved,Complaint,Garbage Rubbish,No,"1758 ASHLAND AVE
St Paul, MN
(44.943951, -93.174897)",44.943951,-93.174897,extracted
4064637,"FRIDAY, APRIL 03, 2015",436 MARYLAND AVE E,5,5,Under Review,Complaint,Vehicle/Abandoned,No,"436 MARYLAND AVE E
St Paul, MN
(44.977375, -93.082081)",44.977375,-93.082081,extracted
4064642,"FRIDAY, APRIL 03, 2015",328 CESAR CHAVEZ ST ,2,3,Resolved,Complaint,Dumping,No,"328 CESAR CHAVEZ ST
St Paul, MN
(44.92808, -93.072134)",44.92808,-93.072134,extracted
4064649,"FRIDAY, APRIL 03, 2015",1571 OLD HUDSON ROAD ,7,1,Resolved,Complaint,Exterior,No,"1571 OLD HUDSON ROAD
St Paul, MN
(44.953114, -93.034067)",44.953114,-93.034067,extracted
4064652,"FRIDAY, APRIL 03, 2015",1239 HERBERT ST ,6,2,Resolved,Complaint,Certificate of Occupancy,No,"1239 HERBERT ST
St Paul, MN
(44.97794, -93.031635)",44.97794,-93.031635,extracted
4064654,"FRIDAY, APRIL 03, 2015",581 KENT ST ,1,7,Resolved,Complaint,Garbage Rubbish,No,"581 KENT ST
St Paul, MN
(44.958789, -93.123816)",44.958789,-93.123816,extracted
4064656,"FRIDAY, APRIL 03, 2015",1524 WESTMINSTER ST ,5,5,Resolved,Complaint,Garbage Rubbish,No,"1524 WESTMINSTER ST
St Paul, MN
(44.986854, -93.086252)",44.986854,-93.086252,extracted
4064658,"FRIDAY, APRIL 03, 2015",503 OHIO ST ,2,3,Resolved,Complaint,Garbage Rubbish,No,"503 OHIO ST
St Paul, MN
(44.930839, -93.097749)",44.930839,-93.097749,extracted
4064659,"FRIDAY, APRIL 03, 2015",Westminster/Hoyt,,,Resolved,Complaint,Right of Way Signs,No,"Westminster/Hoyt
St Paul, MN
",1,0,0
4064663,"FRIDAY, APRIL 03, 2015",264 ERIE ST ,2,9,Resolved,Complaint,Vehicle/Abandoned,No,"264 ERIE ST
St Paul, MN
(44.933365, -93.121959)",44.933365,-93.121959,extracted
4064664,"FRIDAY, APRIL 03, 2015",784 6TH ST E,7,4,Resolved,Complaint,Garbage Rubbish,No,"784 6TH ST E
St Paul, MN
(44.959564, -93.067143)",44.959564,-93.067143,extracted
4064665,"FRIDAY, APRIL 03, 2015",1402 JEFFERSON AVE ,3,14,Resolved,Complaint,Animal Barking,Yes,"1402 JEFFERSON AVE
St Paul, MN
(44.930613, -93.159574)",44.930613,-93.159574,extracted
4064670,"FRIDAY, APRIL 03, 2015",232 AURORA AVE ,1,8,Resolved,Complaint,Certificate of Occupancy,No,"232 AURORA AVE
St Paul, MN
(44.954888, -93.110089)",44.954888,-93.110089,extracted
4064672,"FRIDAY, APRIL 03, 2015",708 VICTORIA ST S,2,9,Resolved,Complaint,Garbage Rubbish,No,"708 VICTORIA ST S
St Paul, MN
(44.919975, -93.135167)",44.919975,-93.135167,extracted
4064674,"FRIDAY, APRIL 03, 2015",773 6TH ST E,7,4,Resolved,Complaint,Garbage Rubbish,No,"773 6TH ST E
St Paul, MN
(44.959366, -93.067559)",44.959366,-93.067559,extracted
4064675,"FRIDAY, APRIL 03, 2015",1610 PINEHURST AVE ,3,15,Resolved,Complaint,Garbage Rubbish,No,"1610 PINEHURST AVE
St Paul, MN
(44.918835, -93.168435)",44.918835,-93.168435,extracted
4064676,"FRIDAY, APRIL 03, 2015",4th st. where railroad tracks and Vento park trail intersect 4th st.,,,Open,Complaint,Exterior,No,"4th st. where railroad tracks and Vento park trail intersect 4th st.
St Paul, MN
",0,0,0
4064677,"FRIDAY, APRIL 03, 2015",1677 JUNO AVE ,3,15,Open,Complaint,Crime,No,"1677 JUNO AVE
St Paul, MN
(44.92609, -93.171235)",44.92609,-93.171235,extracted
4064678,"FRIDAY, APRIL 03, 2015",trail on Furness Parkway ,,,Resolved,Complaint,Park/Playground,No,"trail on Furness Parkway
St Paul, MN
",0,0,0
4064679,"FRIDAY, APRIL 03, 2015",571 STATE ST ,2,3,Resolved,Complaint,Garbage Rubbish,No,"571 STATE ST
St Paul, MN
(44.928506, -93.078717)",44.928506,-93.078717,extracted
4064680,"FRIDAY, APRIL 03, 2015",1936 CHELTON AVE ,4,11,Under Review,Complaint,Vehicle/Abandoned,No,"1936 CHELTON AVE
St Paul, MN
(44.96378, -93.181446)",44.96378,-93.181446,extracted
4064681,"FRIDAY, APRIL 03, 2015",790 HAWTHORNE AVE E,6,5,Resolved,Complaint,Garbage Rubbish,No,"790 HAWTHORNE AVE E
St Paul, MN
(44.978406, -93.06712)",44.978406,-93.06712,extracted
4064682,"FRIDAY, APRIL 03, 2015",GERMAIN STREET / Parked right before the garage with the address 1596 (white stucco),,,Resolved,FYI - No Response Required,Parking,No,"GERMAIN STREET / Parked right before the garage with the address 1596 (white stucco)
St Paul, MN
",0,0,0
4064683,"FRIDAY, APRIL 03, 2015",872 GERANIUM AVE E,6,5,Resolved,Complaint,Dumping,No,"872 GERANIUM AVE E
St Paul, MN
(44.975726, -93.063778)",44.975726,-93.063778,extracted
4064684,"FRIDAY, APRIL 03, 2015",1596 STILLWATER AVE ,6,2,Resolved,FYI - No Response Required,Parking,No,"1596 STILLWATER AVE
St Paul, MN
(44.967744, -93.033124)",44.967744,-93.033124,extracted
4064685,"FRIDAY, APRIL 03, 2015",571 STATE ST ,2,3,Resolved,Complaint,Garbage Rubbish,No,"571 STATE ST
St Paul, MN
(44.928506, -93.078717)",44.928506,-93.078717,extracted
4064686,"FRIDAY, APRIL 03, 2015",Prior & Return Ct.,,,Resolved,Complaint,Pothole,No,"Prior &amp; Return Ct.
St Paul, MN
",0,0,0
4064687,"FRIDAY, APRIL 03, 2015",786 HAWTHORNE AVE E,6,5,In Compliance,Complaint,Garbage Rubbish,No,"786 HAWTHORNE AVE E
St Paul, MN
(44.978403, -93.067264)",44.978403,-93.067264,extracted
4064689,"FRIDAY, APRIL 03, 2015",846 MARGARET ST ,7,4,Resolved,Complaint,Garbage Rubbish,No,"846 MARGARET ST
St Paul, MN
(44.961242, -93.064795)",44.961242,-93.064795,extracted
4064691,"FRIDAY, APRIL 03, 2015",1762 REANEY AVE ,7,2,Resolved,Complaint,Interior,No,"1762 REANEY AVE
St Paul, MN
(44.964006, -93.026263)",44.964006,-93.026263,extracted
4064692,"FRIDAY, APRIL 03, 2015",Annapolis and Smith,,,Resolved,Complaint,Right of Way Signs,No,"Annapolis and Smith
St Paul, MN
",1,0,0
4064693,"FRIDAY, APRIL 03, 2015",Charles and Macubin,,,Resolved,Complaint,Right of Way Signs,No,"Charles and Macubin
St Paul, MN
",0,0,0
4064694,"FRIDAY, APRIL 03, 2015",Cleveland Avenue at Hartford.,,,Closed,Complaint,Water,No,"Cleveland Avenue at Hartford.
St Paul, MN
(44.923447, -93.187377)",44.923447,-93.187377,extracted
4064695,"FRIDAY, APRIL 03, 2015",Edmund and Macubin,,,Resolved,Complaint,Right of Way Signs,No,"Edmund and Macubin
St Paul, MN
",0,0,0
4064696,"FRIDAY, APRIL 03, 2015",310 MARSHALL AVE ,1,8,Resolved,Complaint,Tree,No,"310 MARSHALL AVE
St Paul, MN
(44.948194, -93.112927)",44.948194,-93.112927,extracted
4064697,"FRIDAY, APRIL 03, 2015",772 5TH ST E,7,4,Resolved,FYI - No Response Required,Parking,No,"772 5TH ST E
St Paul, MN
(44.958432, -93.066918)",44.958432,-93.066918,extracted
4064699,"FRIDAY, APRIL 03, 2015",725 FULLER AVE ,1,8,Resolved,Complaint,Vehicle/Abandoned,No,"725 FULLER AVE
St Paul, MN
(44.95394, -93.130757)",44.95394,-93.130757,extracted
4064701,"FRIDAY, APRIL 03, 2015",175 CESAR CHAVEZ ST ,2,3,In Compliance,Complaint,Certificate of Occupancy,No,"175 CESAR CHAVEZ ST
St Paul, MN
(44.929635, -93.077417)",44.929635,-93.077417,extracted
4064710,"FRIDAY, APRIL 03, 2015",304 WHEELOCK PKWY E,5,5,Transferred - Closed,Complaint,Graffiti,No,"304 WHEELOCK PKWY E
St Paul, MN
(44.990656, -93.087721)",44.990656,-93.087721,extracted
4064718,"FRIDAY, APRIL 03, 2015",610 REANEY AVE ,6,5,Resolved,Complaint,Garbage Rubbish,No,"610 REANEY AVE
St Paul, MN
(44.963896, -93.074769)",44.963896,-93.074769,extracted
4064723,"FRIDAY, APRIL 03, 2015",955 ROSE AVE E,6,5,In Compliance,Complaint,Permit,No,"955 ROSE AVE E
St Paul, MN
(44.976635, -93.060067)",44.976635,-93.060067,extracted
4064725,"FRIDAY, APRIL 03, 2015",695 LAWSON AVE E,6,5,Transferred - Closed,Complaint,Graffiti,No,"695 LAWSON AVE E
St Paul, MN
(44.972068, -93.071276)",44.972068,-93.071276,extracted
4064737,"FRIDAY, APRIL 03, 2015",419 WHEELER ST N,4,13,In Compliance,Complaint,Garbage Rubbish,No,"419 WHEELER ST N
St Paul, MN
(44.953908, -93.174628)",44.953908,-93.174628,extracted
4064746,"FRIDAY, APRIL 03, 2015",2423 STEWART AVE ,3,15,Resolved,Complaint,Exterior,No,"2423 STEWART AVE
St Paul, MN
(44.900306, -93.166054)",44.900306,-93.166054,extracted
4064752,"FRIDAY, APRIL 03, 2015",891 6TH ST E,7,4,Resolved,Complaint,Garbage Rubbish,No,"891 6TH ST E
St Paul, MN
(44.960335, -93.062858)",44.960335,-93.062858,extracted
4064754,"FRIDAY, APRIL 03, 2015",1230 MARION ST ,5,6,In Compliance,Complaint,Garbage Rubbish,No,"1230 MARION ST
St Paul, MN
(44.978229, -93.109746)",44.978229,-93.109746,extracted
4064755,"FRIDAY, APRIL 03, 2015",1374 7TH ST E,7,2,Resolved,Complaint,Dumping,No,"1374 7TH ST E
St Paul, MN
(44.966735, -93.042546)",44.966735,-93.042546,extracted
4064757,"FRIDAY, APRIL 03, 2015",138 SIMS AVE ,5,6,Resolved,Complaint,Dumping,No,"138 SIMS AVE
St Paul, MN
(44.969173, -93.094792)",44.969173,-93.094792,extracted
4064761,"FRIDAY, APRIL 03, 2015",1637 HEWITT AVE ,4,11,Resolved,Complaint,Dumping,No,"1637 HEWITT AVE
St Paul, MN
(44.966462, -93.169468)",44.966462,-93.169468,extracted
4064763,"FRIDAY, APRIL 03, 2015",841 FREMONT AVE ,7,4,Resolved,Complaint,Vehicle/Abandoned,No,"841 FREMONT AVE
St Paul, MN
(44.957632, -93.064981)",44.957632,-93.064981,extracted
4064764,"FRIDAY, APRIL 03, 2015",1964 GOODRICH AVE ,4,14,Resolved,Complaint,Street Maintenance,No,"1964 GOODRICH AVE
St Paul, MN
(44.937916, -93.183428)",44.937916,-93.183428,extracted
4064769,"FRIDAY, APRIL 03, 2015",663 WINSLOW AVE ,2,3,Resolved,Complaint,Vehicle/Abandoned,No,"663 WINSLOW AVE
St Paul, MN
(44.925861, -93.089528)",44.925861,-93.089528,extracted
4064770,"FRIDAY, APRIL 03, 2015",See Details,,,Resolved,FYI - No Response Required,Miscellaneous,No,"See Details
St Paul, MN
"
4064772,"FRIDAY, APRIL 03, 2015",622 REANEY AVE ,6,5,Resolved,Complaint,Garbage Rubbish,No,"622 REANEY AVE
St Paul, MN
(44.963902, -93.073891)",44.963902,-93.073891,extracted
4064773,"FRIDAY, APRIL 03, 2015",In Details,,,Resolved,Complaint,Dumping,No,"In Details
St Paul, MN
"
4064775,"FRIDAY, APRIL 03, 2015",434 LAFOND AVE ,1,7,In Compliance,Complaint,Garbage Rubbish,No,"434 LAFOND AVE
St Paul, MN
(44.960263, -93.118417)",44.960263,-93.118417,extracted
4064776,"FRIDAY, APRIL 03, 2015",1471 HAZEL ST N,6,2,Resolved,Complaint,Garbage Rubbish,No,"1471 HAZEL ST N
St Paul, MN
(44.985808, -93.020175)",44.985808,-93.020175,extracted
4064777,"FRIDAY, APRIL 03, 2015",536 CHARLES AVE ,1,7,In Compliance,Complaint,Garbage Rubbish,No,"536 CHARLES AVE
St Paul, MN
(44.957541, -93.12268)",44.957541,-93.12268,extracted
4064779,"FRIDAY, APRIL 03, 2015",1076 AGATE ST ,5,6,Resolved,Complaint,Certificate of Occupancy,No,"1076 AGATE ST
St Paul, MN
(44.973525, -93.094209)",44.973525,-93.094209,extracted
4064783,"FRIDAY, APRIL 03, 2015",423 LAFOND AVE ,1,7,In Compliance,Complaint,Garbage Rubbish,No,"423 LAFOND AVE
St Paul, MN
(44.960263, -93.117884)",44.960263,-93.117884,extracted
4064789,"FRIDAY, APRIL 03, 2015",731 THOMAS AVE ,1,7,In Compliance,Complaint,Certificate of Occupancy,No,"731 THOMAS AVE
St Paul, MN
(44.959332, -93.130971)",44.959332,-93.130971,extracted
4064796,"FRIDAY, APRIL 03, 2015",727 THOMAS AVE ,1,7,Resolved,Complaint,Garbage Rubbish,No,"727 THOMAS AVE
St Paul, MN
(44.959333, -93.130745)",44.959333,-93.130745,extracted
4064798,"FRIDAY, APRIL 03, 2015",851 MAGNOLIA AVE E,6,5,Resolved,FYI - No Response Required,Parking,No,"851 MAGNOLIA AVE E
St Paul, MN
(44.973908, -93.064544)",44.973908,-93.064544,extracted
4064802,"FRIDAY, APRIL 03, 2015",80 JESSAMINE AVE W,5,6,Resolved,FYI - No Response Required,Parking,No,"80 JESSAMINE AVE W
St Paul, MN
(44.97468, -93.103372)",44.97468,-93.103372,extracted
4064803,"FRIDAY, APRIL 03, 2015",Larpentuer Ave & Winthrop Ave,,,Resolved,Complaint,Pothole,No,"Larpentuer Ave &amp; Winthrop Ave
St Paul, MN
",0,0,0
4064804,"FRIDAY, APRIL 03, 2015",615 REANEY AVE ,6,5,Resolved,Complaint,Exterior,No,"615 REANEY AVE
St Paul, MN
(44.963897, -93.074712)",44.963897,-93.074712,extracted
4064827,"FRIDAY, APRIL 03, 2015",905 WILSON AVE ,7,4,Resolved,Complaint,Garbage Rubbish,No,"905 WILSON AVE
St Paul, MN
(44.954029, -93.062277)",44.954029,-93.062277,extracted
4064830,"FRIDAY, APRIL 03, 2015",Hampshire between Bowdoin & Finn.,,,Under Review,Complaint,Garbage Rubbish,No,"Hampshire between Bowdoin &amp; Finn.
St Paul, MN
",1,0,0
4064831,"FRIDAY, APRIL 03, 2015",901 WILSON AVE ,7,4,Resolved,Complaint,Garbage Rubbish,No,"901 WILSON AVE
St Paul, MN
(44.954027, -93.062431)",44.954027,-93.062431,extracted
4064834,"FRIDAY, APRIL 03, 2015",212 WINONA ST E,2,3,Resolved,Complaint,Dumping,No,"212 WINONA ST E
St Paul, MN
(44.921316, -93.076218)",44.921316,-93.076218,extracted
4064835,"FRIDAY, APRIL 03, 2015",1060 3RD ST E,7,4,Resolved,Complaint,Garbage Rubbish,No,"1060 3RD ST E
St Paul, MN
(44.956745, -93.055468)",44.956745,-93.055468,extracted
4064836,"FRIDAY, APRIL 03, 2015",127 WOODLAWN AVE ,4,14,Resolved,Complaint,Graffiti,No,"127 WOODLAWN AVE
St Paul, MN
(44.937627, -93.19598)",44.937627,-93.19598,extracted
4064838,"FRIDAY, APRIL 03, 2015",586 REANEY AVE ,6,5,Resolved,Complaint,Exterior,No,"586 REANEY AVE
St Paul, MN
(44.963891, -93.075583)",44.963891,-93.075583,extracted
4064842,"FRIDAY, APRIL 03, 2015",948 COOK AVE E,6,5,Resolved,Complaint,Garbage Rubbish,No,"948 COOK AVE E
St Paul, MN
(44.973006, -93.060386)",44.973006,-93.060386,extracted
4064853,"FRIDAY, APRIL 03, 2015",1222 7TH ST W,2,9,Resolved,Complaint,Shut Off,No,"1222 7TH ST W
St Paul, MN
(44.923016, -93.133679)",44.923016,-93.133679,extracted
4064875,"FRIDAY, APRIL 03, 2015",659 WINSLOW AVE ,2,3,Resolved,Complaint,Vehicle/Abandoned,No,"659 WINSLOW AVE
St Paul, MN
(44.925999, -93.089529)",44.925999,-93.089529,extracted
4064877,"FRIDAY, APRIL 03, 2015",Central Station Elevator St Paul,,,Resolved,Complaint,Certificate of Occupancy,No,"Central Station Elevator St Paul
St Paul, MN
",0,0,0
4064885,"FRIDAY, APRIL 03, 2015",2149 ROSE AVE E,6,2,Resolved,Complaint,Garbage Rubbish,No,"2149 ROSE AVE E
St Paul, MN
(44.976236, -93.010092)",44.976236,-93.010092,extracted
4064888,"FRIDAY, APRIL 03, 2015",2149 ROSE AVE E,6,2,Transferred - Closed,Complaint,Certificate of Occupancy,No,"2149 ROSE AVE E
St Paul, MN
(44.976236, -93.010092)",44.976236,-93.010092,extracted
4064892,"FRIDAY, APRIL 03, 2015",170 7TH PLACE E,2,17,In Compliance,Complaint,Dumping,No,"170 7TH PLACE E
St Paul, MN
(44.949843, -93.090704)",44.949843,-93.090704,extracted
4064899,"FRIDAY, APRIL 03, 2015",660 CANTON ST ,2,9,Resolved,Complaint,Garbage Rubbish,No,"660 CANTON ST
St Paul, MN
(44.921405, -93.133884)",44.921405,-93.133884,extracted
4064906,"FRIDAY, APRIL 03, 2015",635 CANTON ST ,2,9,Resolved,Complaint,Garbage Rubbish,No,"635 CANTON ST
St Paul, MN
(44.921961, -93.133878)",44.921961,-93.133878,extracted
4064910,"FRIDAY, APRIL 03, 2015",1001 ORCHARD AVE ,5,10,Resolved,FYI - No Response Required,Graffiti,No,"1001 ORCHARD AVE
St Paul, MN
(44.972444, -93.142397)",44.972444,-93.142397,extracted
4064973,"MONDAY, APRIL 06, 2015",958 MARYLAND AVE E,6,5,Resolved,Complaint,Vehicle/Abandoned,No,"958 MARYLAND AVE E
St Paul, MN
(44.977538, -93.060059)",44.977538,-93.060059,extracted
4064976,"MONDAY, APRIL 06, 2015",1440 EDGERTON ST ,6,5,Resolved,Complaint,Right of Way Signs,No,"1440 EDGERTON ST
St Paul, MN
(44.984469, -93.076134)",44.984469,-93.076134,extracted
4064977,"MONDAY, APRIL 06, 2015",840 BEECH ST ,7,4,Resolved,Complaint,Garbage Rubbish,No,"840 BEECH ST
St Paul, MN
(44.962157, -93.064941)",44.962157,-93.064941,extracted
4064978,"MONDAY, APRIL 06, 2015",Payne/Wheelock,,,Resolved,Complaint,Right of Way Signs,No,"Payne/Wheelock
St Paul, MN
",0,0,0
4064979,"MONDAY, APRIL 06, 2015",Wheelock/Greenbrier,,,Resolved,Complaint,Right of Way Signs,No,"Wheelock/Greenbrier
St Paul, MN
",0,0,0
4064981,"MONDAY, APRIL 06, 2015",1891 7TH ST E,7,2,Resolved,Complaint,Garbage Rubbish,No,"1891 7TH ST E
St Paul, MN
(44.966692, -93.020503)",44.966692,-93.020503,extracted
4064982,"MONDAY, APRIL 06, 2015",1002 MINNEHAHA AVE E,7,4,Resolved,Complaint,Garbage Rubbish,No,"1002 MINNEHAHA AVE E
St Paul, MN
(44.963039, -93.058175)",44.963039,-93.058175,extracted
4064985,"MONDAY, APRIL 06, 2015",,,,In Compliance,Complaint,Garbage Rubbish,No,"St Paul, MN
(44.943719, -93.094281)",44.943719,-93.094281,extracted
4064992,"MONDAY, APRIL 06, 2015",948 BEECH ST ,7,4,Transferred - Closed,Complaint,Graffiti,No,"948 BEECH ST
St Paul, MN
(44.962169, -93.059815)",44.962169,-93.059815,extracted
4064995,"MONDAY, APRIL 06, 2015",222 WINIFRED ST E,2,3,Resolved,Complaint,Garbage Rubbish,No,"222 WINIFRED ST E
St Paul, MN
(44.930876, -93.074922)",44.930876,-93.074922,extracted
4064997,"MONDAY, APRIL 06, 2015",440 ARBOR ST ,2,9,Under Review,Complaint,Exterior,No,"440 ARBOR ST
St Paul, MN
(44.928077, -93.12942)",44.928077,-93.12942,extracted
4064998,"MONDAY, APRIL 06, 2015",425 OSCEOLA AVE S,2,9,Resolved,Complaint,Vehicle/Abandoned,No,"425 OSCEOLA AVE S
St Paul, MN
(44.928442, -93.128194)",44.928442,-93.128194,extracted
4064999,"MONDAY, APRIL 06, 2015",284 GOODHUE ST ,2,9,Resolved,Complaint,Graffiti,No,"284 GOODHUE ST
St Paul, MN
(44.936274, -93.111883)",44.936274,-93.111883,extracted
4065000,"MONDAY, APRIL 06, 2015",107 FARRINGTON ST ,1,8,Under Review,Complaint,Vacant Building Monitoring,No,"107 FARRINGTON ST
St Paul, MN
(44.944642, -93.11339)",44.944642,-93.11339,extracted
4065003,"MONDAY, APRIL 06, 2015",408 ARBOR ST ,2,9,Resolved,Complaint,Garbage Rubbish,No,"408 ARBOR ST
St Paul, MN
(44.928917, -93.129424)",44.928917,-93.129424,extracted
4065012,"MONDAY, APRIL 06, 2015",981 FULLER AVE ,1,8,Under Review,Complaint,Certificate of Occupancy,No,"981 FULLER AVE
St Paul, MN
(44.953919, -93.141764)",44.953919,-93.141764,extracted
4065015,"MONDAY, APRIL 06, 2015",699 SMITH AVE S,2,3,Resolved,Complaint,Interior,No,"699 SMITH AVE S
St Paul, MN
(44.924893, -93.101867)",44.924893,-93.101867,extracted
4065016,"MONDAY, APRIL 06, 2015",1034 BEECH ST ,7,4,Resolved,Complaint,Vehicle/Abandoned,No,"1034 BEECH ST
St Paul, MN
(44.962165, -93.057007)",44.962165,-93.057007,extracted
4065020,"MONDAY, APRIL 06, 2015",475 BIRMINGHAM ST ,7,4,Resolved,Complaint,Pothole,No,"475 BIRMINGHAM ST
St Paul, MN
(44.95566, -93.039527)",44.95566,-93.039527,extracted
4065023,"MONDAY, APRIL 06, 2015",1533 VAN BUREN AVE ,4,11,Resolved,Complaint,Street Maintenance,No,"1533 VAN BUREN AVE
St Paul, MN
(44.961975, -93.165164)",44.961975,-93.165164,extracted
4065025,"MONDAY, APRIL 06, 2015",432 BRAINERD AVE ,5,5,Under Review,Complaint,Vacant Building Monitoring,No,"432 BRAINERD AVE
St Paul, MN
(44.978153, -93.08234)",44.978153,-93.08234,extracted
4065027,"MONDAY, APRIL 06, 2015",965 EUCLID ST ,7,4,Resolved,Complaint,Garbage Rubbish,No,"965 EUCLID ST
St Paul, MN
(44.954938, -93.059741)",44.954938,-93.059741,extracted
4065035,"MONDAY, APRIL 06, 2015",1359 EDGCUMBE ROAD ,3,15,Resolved,Complaint,Sidewalk,No,"1359 EDGCUMBE ROAD
St Paul, MN
(44.924491, -93.149953)",44.924491,-93.149953,extracted
4065045,"MONDAY, APRIL 06, 2015",1756 IOWA AVE E,6,2,In Compliance,Complaint,Garbage Rubbish,No,"1756 IOWA AVE E
St Paul, MN
(44.989238, -93.026265)",44.989238,-93.026265,extracted
4065047,"MONDAY, APRIL 06, 2015",280 ROBIE ST E,2,3,Resolved,Complaint,Dumping,No,"280 ROBIE ST E
St Paul, MN
(44.929265, -93.073105)",44.929265,-93.073105,extracted
4065048,"MONDAY, APRIL 06, 2015",1083 BUSH AVE ,6,4,Resolved,Complaint,Garbage Rubbish,No,"1083 BUSH AVE
St Paul, MN
(44.964887, -93.054855)",44.964887,-93.054855,extracted
4065051,"MONDAY, APRIL 06, 2015",1083 BUSH AVE ,6,4,Resolved,Complaint,Garbage Rubbish,No,"1083 BUSH AVE
St Paul, MN
(44.964887, -93.054855)",44.964887,-93.054855,extracted
4065058,"MONDAY, APRIL 06, 2015",408 SUMMIT AVE ,2,17,Resolved,Complaint,Graffiti,Yes,"408 SUMMIT AVE
St Paul, MN
(44.94196, -93.116871)",44.94196,-93.116871,extracted
4065062,"MONDAY, APRIL 06, 2015",2131 HOWARD ST S,7,1,Resolved,Complaint,Park/Playground,No,"2131 HOWARD ST S
St Paul, MN
(44.920395, -93.010525)",44.920395,-93.010525,extracted
4065064,"MONDAY, APRIL 06, 2015",456 SUMMIT AVE ,2,16,Resolved,Complaint,Traffic Sign/Light New,Yes,"456 SUMMIT AVE
St Paul, MN
(44.941331, -93.119259)",44.941331,-93.119259,extracted
4065065,"MONDAY, APRIL 06, 2015",657 OTTAWA AVE ,2,3,Resolved,Complaint,Garbage Rubbish,No,"657 OTTAWA AVE
St Paul, MN
(44.926137, -93.103272)",44.926137,-93.103272,extracted
4065092,"MONDAY, APRIL 06, 2015",Avon and Portland (1),,,Resolved,Complaint,Right of Way Signs,No,"Avon and Portland (1)
St Paul, MN
",0,0,0
4065093,"MONDAY, APRIL 06, 2015",Avon and Portland (2),,,Resolved,Complaint,Right of Way Signs,No,"Avon and Portland (2)
St Paul, MN
",1,0,0
4065096,"MONDAY, APRIL 06, 2015",Avon and Portland (3),,,Resolved,Complaint,Garbage Rubbish,No,"Avon and Portland (3)
St Paul, MN
",0,0,0
